waypoint1	waypoint2	distance_m	duration_s
Left Hand Canyon Colorado	Mt Equinox Vermont	3244167	612672
Beartooth Pass North Montana	Hwy 156-Lee Canyon Nevada	1418607	274185
Pine Creek Rd California	Onion Valley Rd California	86817	15954
Hwy 168 California	Hwy 21-245-180-198 California	137957	27195
Powder Mountain Utah	Elkhorn Summit Oregon	836554	158366
Hwy 14 West Wyoming	Whitney Portal California	1686460	319562
Bear Creek Road California	East Portal Colorado	1525500	308703
Mt Rose California	Empire Pass Utah	894230	173637
Emigrant Pass East California	Mt Auscutney Vermont	4897135	919394
Monitor Pass East California	Clingman's Dome Tennessee	4184388	797967
Townes Pass East California	Hwy 156-Lee Canyon Nevada	189026	33412
Hwy 14 Alt Route Wyoming	Daylight Pass Rd California	1507517	284345
Guanella Pass Colorado	Daylight Pass Rd California	1425784	292956
Hwy 330 California	Dantes View California	382116	78575
Hwy 39-Crystal Lake Rd California	Big Cottonwood Canyon Utah	1204916	233207
Trail Ridge Rd Colorado	Dantes View California	1466495	285955
Clingman's Dome Tennessee	Mt Baldy California	3886353	737782
Wolf Creek Pass Colorado	Mt Baldy California	1367619	268650
Mt Washington Auto Rd New Hampshire	Mt Equinox Vermont	277822	59672
Breckenridge Rd East California	White Mountain California	280320	54178
Pikes Peak Colorado	Hwy 21-245-180-198 California	1944837	381338
Empire Pass Utah	Hwy 21-Whittaker Forest California	1052799	239879
Lone Pine-Table Mountain California	Whiteface Mt New York	4851165	909318
Big Cottonwood Canyon Utah	Whiteface Mt New York	3934495	736609
Emigrant Pass East California	Dantes View California	41256	7364
Hwy 153 Utah	Kolob Terrace Rd Utah	163790	38429
Hwy 39-Crystal Lake Rd California	Parks Creek East California	1287783	256205
Beartooth Pass North Montana	Horseshoe Meadows Rd California	1629368	312508
Wolf Creek Pass Colorado	Hwy 190 California	1579609	311976
Grand Mesa South Colorado	Mt Equinox Vermont	3678042	717919
Gibraltar Road Santa Barbara California	Mt Baldy California	225533	42508
Powder Mountain Utah	Nine Mile Rd California	1129268	207368
Hwy 198 California	Kolob Terrace Rd Utah	982402	196961
Mosquito Ridge Rd East California	Big Cottonwood Canyon Utah	1041398	211079
Hwy 156-Lee Canyon Nevada	Mix Canyon Fairfield California	851056	168822
South Lake California	Mt Spokane Washington	1482504	280901
Burke Mt Vermont	Mt Rose California	4979670	930137
Trail Ridge Rd Colorado	Mt Hood Oregon	1924281	372980
Hwy 156-Lee Canyon Nevada	Daylight Pass Rd California	176504	31318
Wolf Creek Pass Colorado	Mt Evans Colorado	422552	98084
Hwy 31 West Utah	Mt Harrision Idaho	451694	87080
Burke Mt Vermont	Tollhouse Rd California	5415104	1010411
Portuguese Pass California	Hwy 153 Utah	890637	188306
Independence Pass Colorado	Mix Canyon Fairfield California	1774905	355211
Bear Creek Road California	Kolob Terrace Rd Utah	942703	188219
Cottonwood Pass Colorado	Hwy 157-158 Nevada	1257552	264659
Hwy 157 Mt Charleston Nevada	Gibraltar Road Santa Barbara California	619663	116435
Hwy 168 California	Breckenridge Rd East California	303649	63166
South Lake California	Independence Pass Colorado	1436846	289188
Hwy 82 New Mexico	Mt Lemmon Arizona	578554	107467
Parks Creek East California	Whitney Portal California	792921	157577
Guardsman Pass Utah	Trail Ridge Rd Colorado	689334	146908
Lake Sabrina California	Mt Rose California	306584	64374
Glacier Lodge Rd California	Hwy 190 California	276129	88026
Hwy 143 Utah	Pine Creek Rd California	668314	123070
East Portal Colorado	Mt Ashland Oregon	1851757	364142
Hwy 143 Utah	Whiteface Mt New York	4290647	799304
Mineral King Rd California	Mt Equinox Vermont	5138044	965679
Mt Washington Auto Rd New Hampshire	Parks Creek East California	5363737	1013726
Hwy 82 New Mexico	Empire Pass Utah	1194461	230589
Balch Park Rd California	Portuguese Pass California	81164	17192
Mt Equinox Vermont	Hwy 39-Dawson's Saddle California	4930054	921131
Pikes Peak Colorado	Hwy 14 Alt Route Wyoming	942661	179077
Wildrose California	Hwy 18 North California	259961	49575
Hwy 31 West Utah	Mix Canyon Fairfield California	1195270	234307
Left Hand Canyon Colorado	Mix Canyon Fairfield California	2041724	391485
Rock Creek California	Palomar Mt California	552318	102271
Hwy 82 New Mexico	Hwy 180 West California	1783678	331636
Emigrant Pass East California	Refugio Rd California	511150	101542
Sherman Pass West California	Mt Ashland Oregon	1101314	223560
Hwy 38-Valley of Falls California	Nine Mile Rd California	253794	48326
Portuguese Pass California	Death Valley Rd East California	357588	79416
Hwy 18-Waterman Canyon California	Hwy 39-Crystal Lake Rd California	85587	17704
Townes Pass East California	Death Valley Rd East California	135161	30889
Hwy 143 Utah	Whitney Portal California	638807	130300
Mix Canyon Fairfield California	Hwy 39-Dawson's Saddle California	873833	174199
Lake Sabrina California	Hwy 143 Utah	655987	123370
Hwy 168 California	Whitney Portal California	239506	82935
Hwy 14 Alt Route Wyoming	Hwy 168 California	1752242	357805
Hwy 157 Mt Charleston Nevada	Hwy 31 West Utah	669102	133838
Hwy 82 New Mexico	Hwy 21-Whittaker Forest California	1755239	326006
Hwy 14 Alt Route Wyoming	Sherman Pass West California	1789124	351447
Hwy 143 Utah	Parks Creek East California	1156694	214301
Hwy 156-Lee Canyon Nevada	Whitney Portal California	325940	66739
Mt Washington Auto Rd New Hampshire	Whiteface Mt New York	292189	62885
Mt Hood Oregon	Lone Pine-Table Mountain California	1550634	286849
Wheeler Peak Nevada	Beasore Rd California	759908	160705
Grand Mesa South Colorado	Hwy 143 Utah	645978	132406
Shirley Meadows California	Horseshoe Meadows Rd California	189648	37113
Death Valley Rd East California	Kolob Terrace Rd Utah	645729	133136
Wolf Creek Pass Colorado	Empire Pass Utah	767455	161040
Hwy 157 Mt Charleston Nevada	Emigrant Pass East California	211657	37892
Hwy 18-Waterman Canyon California	Hwy 157 Mt Charleston Nevada	468247	89758
Balch Park Rd California	Mineral King Rd California	49867	14423
Hwy 156-158 Nevada	Nine Mile Rd California	387623	77005
Hwy 21-Whittaker Forest California	White Mountain California	192076	73473
Wheeler Peak Nevada	Mt Auscutney Vermont	4344303	815039
Independence Pass Colorado	Empire Pass Utah	587383	126340
Hwy 153 Utah	Mt Harrision Idaho	553661	101654
Wildrose California	South Lake California	201398	36768
Hwy 21-245-180-198 California	Guanella Pass Colorado	1931108	400040
East Portal Colorado	Hwy 157 Mt Charleston Nevada	1054677	208600
Lake Sabrina California	Hwy 18-Waterman Canyon California	416669	75435
Hwy 330 California	Kolob Terrace Rd Utah	724535	146857
Cottonwood Pass Colorado	Townes Pass East California	1535505	305699
Hwy 156-158 Nevada	N4/Table Mt California	442972	80343
Powder Mountain Utah	Mt Lemmon Arizona	1323161	256803
Hwy 18-Waterman Canyon California	Hwy 82 New Mexico	1324375	242197
Mineral King Rd California	Sherman Pass West California	157649	38343
N4/Table Mt California	Burke Mt Vermont	5055502	941221
Hwy 14 Alt Route Wyoming	Mt Harrision Idaho	699370	139911
Mosquito Ridge Rd East California	Parks Creek East California	513852	109194
Bear Creek Road California	Grand Mesa North Colorado	1627726	326970
Sherman Pass West California	Mt Baldy California	326680	66272
Little Cottonwood Canyon Utah	Palomar Mt California	1181264	228680
Pikes Peak Colorado	Hurricane Ridge Washington	2607963	505802
Mt Hood Oregon	Hwy 153 Utah	1375242	255467
Hwy 18-Waterman Canyon California	Gibraltar Road Santa Barbara California	273245	52372
East Portal Colorado	Mt Auscutney Vermont	3756896	720701
Hwy 39-Crystal Lake Rd California	Elkhorn Summit Oregon	1501466	285010
Emigrant Pass East California	Hwy 14 Alt Route Wyoming	1520039	286440
Hwy 18-Waterman Canyon California	Emigrant Pass East California	330247	69060
Mt Ashland Oregon	Elkhorn Summit Oregon	761514	148380
Hwy 168 California	Whiteface Mt New York	5218049	979955
Guardsman Pass Utah	Kolob Terrace Rd Utah	480381	94713
Guardsman Pass Utah	Hwy 14 West Wyoming	708798	137434
N4/Table Mt California	Hwy 39-Dawson's Saddle California	130231	30211
Balch Park Rd California	Mt Lemmon Arizona	1155486	214131
Pikes Peak Colorado	Mt Harrision Idaho	1243687	239399
East Portal Colorado	Death Valley Rd East California	1381835	269852
Mt Equinox Vermont	Townes Pass East California	4802375	897469
Gibraltar Road Santa Barbara California	Mt Rose California	810133	153178
Hwy 14 West Wyoming	Etna Summit West California	1741199	336696
Pikes Peak Colorado	Mt Lemmon Arizona	1322892	246766
Rock Creek California	Hwy 156-Lee Canyon Nevada	394854	78041
Guardsman Pass Utah	Onion Valley Rd California	911402	177223
Glacier Lodge Rd California	Palomar Mt California	504414	98799
Shirley Meadows California	Little Cottonwood Canyon Utah	1135463	226802
Clingman's Dome Tennessee	Mt Rose California	4246455	801894
Townes Pass West California	Burke Mt Vermont	5057597	947397
Hwy 157-158 Nevada	Empire Pass Utah	716928	131584
Grand Mesa South Colorado	Mix Canyon Fairfield California	1681412	336220
Trail Ridge Rd Colorado	Hwy 180 West California	1700649	377939
Wheeler Peak Nevada	Townes Pass West California	519847	101082
Little Cottonwood Canyon Utah	Tollhouse Rd California	1092534	229801
Death Valley Rd East California	Nine Mile Rd California	207428	42424
Hwy 39-Crystal Lake Rd California	Etna Summit West California	1284889	269647
Hwy 21-245-180-198 California	Palomar Mt California	557702	115055
Hwy 168 California	Mt Harrision Idaho	1072573	222636
East Portal Colorado	Wolf Creek Pass Colorado	267545	64863
Hwy 14 West Wyoming	Mt Spokane Washington	1109301	214588
Sonora Pass West California	Hwy 31 West Utah	956688	184669
Guanella Pass Colorado	Dantes View California	1456575	295180
Portuguese Pass California	Tollhouse Rd California	209234	43294
Slumgullion Pass West Colorado	Horseshoe Meadows Rd California	1393150	293045
Mix Canyon Fairfield California	Pine Creek Rd California	455995	102097
Hwy 18-Waterman Canyon California	South Lake California	416650	75433
Hwy 156-Lee Canyon Nevada	Hwy 18 North California	396571	72353
Little Cottonwood Canyon Utah	Grand Mesa North Colorado	517565	110165
Hwy 198 California	Hwy 38-Valley of Falls California	466737	95370
Trail Ridge Rd Colorado	Townes Pass West California	1491871	300475
East Portal Colorado	Cottonwood Pass Colorado	209290	51838
Guanella Pass Colorado	Mt Auscutney Vermont	3407069	656420
Mt Shasta California	Slumgullion Pass West Colorado	1878751	373030
Powder Mountain Utah	Guanella Pass Colorado	775252	167394
Emigrant Pass East California	Mt Spokane Washington	1598755	305358
Breckenridge Rd East California	Etna Summit West California	1057805	223165
Powder Mountain Utah	Dantes View California	916254	167325
Balch Park Rd California	White Mountain California	259415	89065
Hwy 14 Alt Route Wyoming	Independence Pass Colorado	845792	168430
Mineral King Rd California	Hwy 21-Whittaker Forest California	44400	10296
Hwy 156-Lee Canyon Nevada	Elkhorn Summit Oregon	1230523	230788
Guardsman Pass Utah	Mt Harrision Idaho	399493	76777
Lone Pine-Table Mountain California	Etna Summit West California	1223398	254857
Townes Pass East California	Daylight Pass Rd California	12522	2377
East Portal Colorado	Townes Pass East California	1284984	264508
Guanella Pass Colorado	Whiteface Mt New York	3313983	632364
Lake Sabrina California	Townes Pass East California	214371	44028
Mission Ridge Washington	Elkhorn Summit Oregon	458808	91518
Beartooth Pass North Montana	Mt Auscutney Vermont	3840149	725421
Hwy 21-Whittaker Forest California	Hwy 180 West California	39481	12075
Powder Mountain Utah	Hwy 157-158 Nevada	803216	148312
Mt Spokane Washington	Dantes View California	1610788	307510
Hwy 14 Alt Route Wyoming	Clingman's Dome Tennessee	2979290	572273
Hwy 157-158 Nevada	Elkhorn Summit Oregon	1253154	235268
Hwy 330 California	Hwy 157-158 Nevada	457986	88494
Guardsman Pass Utah	Pikes Peak Colorado	839744	175931
Glacier Lodge Rd California	Mission Ridge Washington	1454388	274790
Horseshoe Meadows Rd California	Kolob Terrace Rd Utah	665251	140270
Hwy 168 California	Mt Auscutney Vermont	5301568	999948
Emigrant Pass East California	Balch Park Rd California	379520	90021
Mt Spokane Washington	Pine Creek Rd California	1493687	282774
Left Hand Canyon Colorado	Mt Evans Colorado	111125	26758
Pikes Peak Colorado	Etna Summit West California	2356044	455548
Slumgullion Pass West Colorado	Hwy 180 West California	1664693	337848
Grand Mesa South Colorado	Little Cottonwood Canyon Utah	579065	124691
Magnolia Dr Colorado	Beartooth Pass North Montana	850189	163355
Mosquito Ridge Rd East California	Guanella Pass Colorado	1744768	365446
Grand Mesa South Colorado	Hwy 21-Whittaker Forest California	1590712	318643
Horseshoe Meadows Rd California	Hwy 21-Whittaker Forest California	175166	70564
Hwy 14 Alt Route Wyoming	Etna Summit West California	1718413	332318
Hwy 157 Mt Charleston Nevada	Daylight Pass Rd California	199135	35798
Trail Ridge Rd Colorado	Mt Equinox Vermont	3249346	617704
Guardsman Pass Utah	Hwy 168 California	1142906	235693
Townes Pass West California	Portuguese Pass California	255671	56175
Hwy 38-Valley of Falls California	Mt Auscutney Vermont	4919636	924962
Wheeler Peak Nevada	Mt Baldy California	859746	163288
Mt Equinox Vermont	Guanella Pass Colorado	3312310	634495
Death Valley Rd East California	Tollhouse Rd California	312532	98453
Left Hand Canyon Colorado	Mt Spokane Washington	1767351	338410
Glacier Lodge Rd California	Empire Pass Utah	868347	169453
Guardsman Pass Utah	Hwy 156-Lee Canyon Nevada	740303	135915
Mt Washington Auto Rd New Hampshire	Refugio Rd California	5349920	1005496
Hwy 157 Mt Charleston Nevada	Mt Hood Oregon	1431479	263412
Mt Hood Oregon	South Lake California	1135753	220531
Powder Mountain Utah	Wheeler Peak Nevada	435539	83140
Grand Mesa South Colorado	Mission Ridge Washington	1962484	383043
Hwy 156-158 Nevada	Burke Mt Vermont	4845318	899302
Emigrant Pass East California	Breckenridge Rd East California	265920	61288
Pikes Peak Colorado	Death Valley Rd East California	1723118	340656
Grand Mesa South Colorado	Breckenridge Rd East California	1403427	279016
Hwy 14 West Wyoming	Tollhouse Rd California	1780279	363461
Guardsman Pass Utah	Hwy 157-158 Nevada	718208	131771
Lake Sabrina California	South Lake California	19	6
Mineral King Rd California	Little Cottonwood Canyon Utah	1389380	272884
Mosquito Ridge Rd East California	Beasore Rd California	395379	86073
Townes Pass West California	Mt Baldy California	313580	62648
Hwy 18-Waterman Canyon California	Portuguese Pass California	323607	74382
Independence Pass Colorado	Mt Evans Colorado	295773	67277
Townes Pass West California	Beasore Rd California	425037	95082
Hwy 82 New Mexico	Mt Shasta California	2079956	390406
Cottonwood Pass Colorado	Mt Evans Colorado	185417	43593
Horseshoe Meadows Rd California	Independence Pass Colorado	1420802	296349
Mt Graham Arizona	South Lake California	1317671	238355
Mt Washington Auto Rd New Hampshire	Burke Mt Vermont	90316	20765
Shirley Meadows California	Clingman's Dome Tennessee	3958744	753245
Magnolia Dr Colorado	Nate Harrison Grade California	1885372	377864
Mission Ridge Washington	Mt Evans Colorado	2016277	386609
Hwy 143 Utah	Burke Mt Vermont	4517966	841208
Wheeler Peak Nevada	Parks Creek East California	964907	184964
Hwy 198 California	Hwy 190 California	94389	18896
Burke Mt Vermont	South Lake California	5020696	938774
Hwy 82 New Mexico	Hwy 330 California	1314115	240933
Bear Creek Road California	Hwy 39-Crystal Lake Rd California	422868	87019
Emigrant Pass East California	Etna Summit West California	988098	190443
Guardsman Pass Utah	Hwy 14 Alt Route Wyoming	730088	140864
Magnolia Dr Colorado	Nine Mile Rd California	1636580	343099
Mineral King Rd California	Nate Harrison Grade California	555160	115025
Grand Mesa South Colorado	Sandia Crest Hwy New Mexico	581058	121784
Hwy 157 Mt Charleston Nevada	Hurricane Ridge Washington	1899649	358610
Grand Mesa South Colorado	Hurricane Ridge Washington	2200864	442614
Hwy 18-Waterman Canyon California	Mt Spokane Washington	1881600	358182
Lake Sabrina California	Hwy 21-Whittaker Forest California	214918	76205
Beartooth Pass North Montana	Mission Ridge Washington	1210334	236590
Guardsman Pass Utah	Powder Mountain Utah	124350	27140
Little Cottonwood Canyon Utah	Big Cottonwood Canyon Utah	6217	1209
Sonora Pass West California	Mission Ridge Washington	1316266	261239
Magnolia Dr Colorado	Hwy 18 North California	1755120	348931
Emigrant Pass East California	Hwy 153 Utah	542564	98148
Mineral King Rd California	Mt Lemmon Arizona	1196856	223223
Emigrant Pass East California	Little Cottonwood Canyon Utah	797202	147051
Bear Creek Road California	Big Cottonwood Canyon Utah	1358216	264883
Townes Pass West California	Mix Canyon Fairfield California	647808	140585
Hwy 18 North California	Mt Auscutney Vermont	4861410	913347
Hwy 39-Crystal Lake Rd California	Kolob Terrace Rd Utah	806669	162664
Hwy 190 California	Nine Mile Rd California	223870	52831
Shirley Meadows California	Mt Rose California	599727	121622
Daylight Pass Rd California	Mt Auscutney Vermont	4886531	917678
Mt Shasta California	Pine Creek Rd California	657701	133228
Glacier Lodge Rd California	Burke Mt Vermont	5040228	942533
Hwy 168 California	Elkhorn Summit Oregon	1169920	242450
Hwy 198 California	Big Cottonwood Canyon Utah	1397915	273624
N4/Table Mt California	Independence Pass Colorado	1465809	289647
Portuguese Pass California	Mt Evans Colorado	1827873	377400
Beartooth Pass North Montana	Hwy 38-Valley of Falls California	1851680	356908
Hwy 156-158 Nevada	Empire Pass Utah	763598	148823
Townes Pass West California	Daylight Pass Rd California	54532	16889
Hwy 156-158 Nevada	Hwy 82 New Mexico	1126901	216427
Shirley Meadows California	Grand Mesa South Colorado	1412920	282911
Gibraltar Road Santa Barbara California	Tollhouse Rd California	475507	100859
East Portal Colorado	Mix Canyon Fairfield California	1704587	343703
Glacier Lodge Rd California	Hwy 38-Valley of Falls California	412871	75510
Lake Sabrina California	Left Hand Canyon Colorado	1576239	323319
Hwy 14 West Wyoming	Hwy 39-Dawson's Saddle California	1940194	379344
Mt Graham Arizona	Mt Hood Oregon	2385442	435379
Guardsman Pass Utah	N4/Table Mt California	1104206	211080
Lake Sabrina California	Kolob Terrace Rd Utah	679757	131771
Hwy 198 California	Refugio Rd California	427970	89082
South Lake California	Mission Ridge Washington	1434856	271030
Lone Pine-Table Mountain California	Mt Lemmon Arizona	794871	145886
Hwy 190 California	Onion Valley Rd California	337738	72135
Mt Washington Auto Rd New Hampshire	Empire Pass Utah	4230723	794350
Rock Creek California	Guanella Pass Colorado	1554932	311137
Mt Ashland Oregon	Dantes View California	1001022	190786
Mt Lemmon Arizona	Pine Creek Rd California	1155225	208428
East Portal Colorado	Mt Evans Colorado	437633	100313
Horseshoe Meadows Rd California	Mix Canyon Fairfield California	571127	123077
Lake Sabrina California	Hwy 14 West Wyoming	1598951	303712
Hwy 82 New Mexico	Whitney Portal California	1614256	291797
Gibraltar Road Santa Barbara California	Parks Creek East California	1134609	228962
Wolf Creek Pass Colorado	Mineral King Rd California	1619843	320915
Hwy 156-158 Nevada	Mission Ridge Washington	1636559	304767
Mosquito Ridge Rd East California	Glacier Lodge Rd California	456657	106437
Mt Ashland Oregon	Hwy 39-Dawson's Saddle California	1316069	249411
Little Cottonwood Canyon Utah	Mt Lemmon Arizona	1220743	236802
Lake Sabrina California	Hwy 31 West Utah	857222	159938
Emigrant Pass East California	Townes Pass West California	42010	11078
Hwy 330 California	N4/Table Mt California	80016	19205
Shirley Meadows California	Mineral King Rd California	160204	38781
Emigrant Pass East California	White Mountain California	181937	38639
Powder Mountain Utah	Mt Baldy California	1283316	250667
Grand Mesa South Colorado	Palomar Mt California	1358215	272188
Mt Washington Auto Rd New Hampshire	Hwy 14 West Wyoming	3585452	674613
Mt Equinox Vermont	Tollhouse Rd California	5213111	980157
Hwy 14 Alt Route Wyoming	Hwy 38-Valley of Falls California	1857598	360863
Wolf Creek Pass Colorado	Townes Pass West California	1311520	256175
Mosquito Ridge Rd East California	Tollhouse Rd California	416427	87683
Hwy 82 New Mexico	Whiteface Mt New York	3758420	696743
Nate Harrison Grade California	White Mountain California	504909	94269
Dantes View California	White Mountain California	200067	41985
Hwy 156-158 Nevada	Little Cottonwood Canyon Utah	723156	132591
Bear Creek Road California	Hwy 82 New Mexico	1720149	318766
Guanella Pass Colorado	Hwy 18 North California	1563777	323863
Mt Shasta California	Hwy 190 California	915822	177538
Hwy 330 California	Clingman's Dome Tennessee	3842654	729891
Balch Park Rd California	Wildrose California	315744	71727
Hwy 156-158 Nevada	Hwy 14 West Wyoming	1470129	285644
Hwy 156-Lee Canyon Nevada	Empire Pass Utah	763444	148852
Guardsman Pass Utah	Glacier Lodge Rd California	871164	168153
Hwy 31 West Utah	Etna Summit West California	1346567	266712
Bear Creek Road California	Mt Lemmon Arizona	1159724	214913
Left Hand Canyon Colorado	South Lake California	1576220	323316
Wolf Creek Pass Colorado	Mt Equinox Vermont	3608434	680828
Mt Harrision Idaho	Hwy 39-Dawson's Saddle California	1306843	244303
Hwy 18-Waterman Canyon California	Whiteface Mt New York	4859542	908724
Townes Pass West California	Gibraltar Road Santa Barbara California	427709	81961
Grand Mesa South Colorado	Hwy 198 California	1595320	320145
Sherman Pass West California	Hwy 38-Valley of Falls California	329815	66245
Mt Ashland Oregon	Tollhouse Rd California	906018	179550
Little Cottonwood Canyon Utah	Hwy 21-Whittaker Forest California	1092433	241357
Beartooth Pass North Montana	Kolob Terrace Rd Utah	1277538	258695
Shirley Meadows California	Hwy 156-158 Nevada	452467	92540
Nate Harrison Grade California	Independence Pass Colorado	1513890	309256
Mt Graham Arizona	Dantes View California	1078216	195165
Sherman Pass West California	Hwy 180 West California	197943	45878
Pikes Peak Colorado	Hwy 39-Dawson's Saddle California	1726329	337679
Daylight Pass Rd California	Sandia Crest Hwy New Mexico	1176269	222461
Hurricane Ridge Washington	Sandia Crest Hwy New Mexico	2612418	513319
Magnolia Dr Colorado	Horseshoe Meadows Rd California	1576433	327974
Bear Creek Road California	Hurricane Ridge Washington	1934947	373907
Wolf Creek Pass Colorado	Guanella Pass Colorado	384039	85674
Mt Hood Oregon	Mix Canyon Fairfield California	970926	185388
Mt Shasta California	Hwy 180 West California	823310	160820
Mt Equinox Vermont	Hwy 21-Whittaker Forest California	5136003	964897
Hwy 82 New Mexico	Mt Graham Arizona	440793	80821
East Portal Colorado	Mt Spokane Washington	1788343	351579
Hwy 190 California	Grand Mesa North Colorado	1584407	317106
Hwy 143 Utah	Mt Baldy California	830196	168042
Hwy 21-Whittaker Forest California	Whiteface Mt New York	5150636	966338
Mix Canyon Fairfield California	Whitney Portal California	564658	121898
Hwy 157-158 Nevada	Mt Evans Colorado	1345362	285679
Nate Harrison Grade California	Breckenridge Rd East California	377640	82915
Daylight Pass Rd California	White Mountain California	169437	36574
Hwy 168 California	Hwy 39-Dawson's Saddle California	532107	108501
Hwy 330 California	Elkhorn Summit Oregon	1447340	273812
Refugio Rd California	Mt Auscutney Vermont	5179801	972169
Hwy 190 California	Mt Rose California	611000	129734
Shirley Meadows California	Hwy 198 California	162772	39422
Death Valley Rd East California	Mission Ridge Washington	1458672	275772
Lake Sabrina California	Mt Baldy California	436335	84698
Hwy 18-Waterman Canyon California	Independence Pass Colorado	1467221	298653
Slumgullion Pass West Colorado	Hwy 39-Dawson's Saddle California	1425285	289099
Pikes Peak Colorado	Rock Creek California	1719710	342641
Mt Spokane Washington	Whiteface Mt New York	4120504	767344
Left Hand Canyon Colorado	Empire Pass Utah	693428	157340
Nine Mile Rd California	Daylight Pass Rd California	204429	41084
Monitor Pass East California	Empire Pass Utah	917200	175837
Bear Creek Road California	Shirley Meadows California	118769	31848
South Lake California	Onion Valley Rd California	72318	13246
Shirley Meadows California	White Mountain California	270871	51272
Hwy 157 Mt Charleston Nevada	Mosquito Ridge Rd East California	793488	159592
Hwy 38-Valley of Falls California	Hwy 31 West Utah	1053398	205261
Beartooth Pass North Montana	Mt Harrision Idaho	656379	135594
Beartooth Pass North Montana	Nine Mile Rd California	1710029	327754
Mt Graham Arizona	Hwy 39-Crystal Lake Rd California	1008176	183911
Mt Washington Auto Rd New Hampshire	Hwy 330 California	5103373	960896
Burke Mt Vermont	Hwy 21-245-180-198 California	5342218	997154
Pikes Peak Colorado	Nate Harrison Grade California	1701872	326059
Lake Sabrina California	Emigrant Pass East California	214371	44028
Hwy 38-Valley of Falls California	Mt Ashland Oregon	1274932	240212
Magnolia Dr Colorado	Refugio Rd California	1986517	407519
Mt Spokane Washington	Whitney Portal California	1570032	296754
Lake Sabrina California	Clingman's Dome Tennessee	4000729	766219
Hwy 14 West Wyoming	Lone Pine-Table Mountain California	1810510	350845
Mt Graham Arizona	Wildrose California	1173260	212340
Townes Pass East California	Nine Mile Rd California	191906	38708
Monitor Pass East California	Hwy 21-Whittaker Forest California	493730	110616
Hwy 143 Utah	Hwy 31 West Utah	292428	54917
Mt Spokane Washington	Sandia Crest Hwy New Mexico	2274134	434873
Wolf Creek Pass Colorado	Mt Auscutney Vermont	3703194	702753
East Portal Colorado	Hwy 38-Valley of Falls California	1251679	244279
Hwy 190 California	Daylight Pass Rd California	362383	84984
Rock Creek California	Lone Pine-Table Mountain California	399824	71900
Hwy 157-158 Nevada	Guanella Pass Colorado	1368685	281591
Hwy 14 Alt Route Wyoming	Magnolia Dr Colorado	783953	149565
Hwy 153 Utah	Independence Pass Colorado	743832	162323
South Lake California	Parks Creek East California	695197	140011
Sherman Pass West California	Death Valley Rd East California	339311	69986
Nate Harrison Grade California	Mt Ashland Oregon	1368984	260029
Mt Washington Auto Rd New Hampshire	Hwy 21-Whittaker Forest California	5400881	1020149
Dantes View California	Hwy 18 North California	334427	64659
Glacier Lodge Rd California	Pine Creek Rd California	44946	8464
Shirley Meadows California	East Portal Colorado	1382799	280211
Sonora Pass West California	Rock Creek California	187725	46447
Bear Creek Road California	Hwy 21-Whittaker Forest California	71688	16210
Mt Shasta California	Mt Graham Arizona	1938310	353063
South Lake California	Whitney Portal California	98444	17868
Grand Mesa South Colorado	Nine Mile Rd California	1321079	263477
Hwy 157 Mt Charleston Nevada	South Lake California	398725	75558
Lake Sabrina California	Hwy 157-158 Nevada	398745	75561
Rock Creek California	Parks Creek East California	676480	136357
Hwy 157-158 Nevada	Sandia Crest Hwy New Mexico	998219	197495
Mt Shasta California	Beasore Rd California	764505	152469
Bear Creek Road California	Hwy 21-245-180-198 California	71815	16417
Mt Ashland Oregon	Grand Mesa North Colorado	1734864	342294
Hwy 190 California	Nate Harrison Grade California	515335	106701
Wolf Creek Pass Colorado	Mission Ridge Washington	2154612	414253
Hwy 82 New Mexico	Independence Pass Colorado	856343	164220
Hwy 14 West Wyoming	Horseshoe Meadows Rd California	1692929	320741
Hwy 157-158 Nevada	Pine Creek Rd California	413960	81872
Horseshoe Meadows Rd California	White Mountain California	79991	14205
Beartooth Pass North Montana	Hwy 157-158 Nevada	1426923	276158
Grand Mesa South Colorado	White Mountain California	1243814	251522
Mineral King Rd California	Tollhouse Rd California	148039	30772
Trail Ridge Rd Colorado	Hwy 14 West Wyoming	742079	144365
Lake Sabrina California	Wildrose California	201418	36771
Mission Ridge Washington	Hwy 18 North California	1809145	342173
Beasore Rd California	Guanella Pass Colorado	1718623	356923
Mineral King Rd California	Gibraltar Road Santa Barbara California	386780	81197
Hwy 21-245-180-198 California	Kolob Terrace Rd Utah	977920	195485
Portuguese Pass California	Guanella Pass Colorado	1795081	378022
Hwy 82 New Mexico	Refugio Rd California	1616045	293949
Breckenridge Rd East California	Mt Auscutney Vermont	5034803	952507
Hwy 18-Waterman Canyon California	Daylight Pass Rd California	342770	71437
Mineral King Rd California	Nine Mile Rd California	268493	64157
Hwy 82 New Mexico	Hwy 190 California	1717046	318137
East Portal Colorado	Mt Lemmon Arizona	1058672	223504
Little Cottonwood Canyon Utah	Townes Pass East California	797202	147051
Rock Creek California	Whiteface Mt New York	4800544	899083
Mt Hood Oregon	Mt Rose California	829234	156203
Hwy 157-158 Nevada	Death Valley Rd East California	327714	61650
Mt Harrision Idaho	Grand Mesa North Colorado	823245	166572
Hwy 82 New Mexico	Mt Ashland Oregon	2208739	412674
East Portal Colorado	Parks Creek East California	1760036	347219
Little Cottonwood Canyon Utah	Hwy 18 North California	1040550	199600
