waypoint1	waypoint2	distance_m	duration_s
Hwy 39-Crystal Lake Rd, CA	Mt Spokane, WA	1987238	382037
Hwy 14 West, WY	Whitney Portal, CA	1554708	309838
Hwy 157 (Mt Charleston), NV	Wolf Creek Pass, CO	1111376	223426
Hwy 330, CA	Mt Washington Auto Rd, NH	5117175	966552
Hwy 190, CA	Whitney Portal, CA	58821	10733
Daylight Pass Rd, CA	Sandia Crest Hwy, NM	1185098	231121
N4/Table Mt, CA	Tollhouse Rd, CA	2254057	437901
Mt Harrision, ID	Nate Harrison Grade, CA	1302416	250423
Aspen, Colorado	Hwy 156-158, NV	2926284	578434
Hwy 31 West, UT	Emigrant Pass East, CA	798135	162145
Wildrose, CA	Gibraltar Road, Santa Barbara, CA	3170462	623489
Pine Creek Rd, CA	Hwy 31 West, UT	1658407	321546
Hurricane Ridge, WA	Cottonwood Pass, CO	2503293	505539
Wildrose, CA	Emigrant Pass East, CA	2517672	473355
Wolf Creek Pass, CO	Death Valley Rd East, CA	1406165	283125
Guardsman Pass, UT	Mt Washington Auto Rd, NH	4230001	799270
Valley of the Falls Dr, Forest Falls, CA 92339	Clingman's Dome, TN	3877596	750908
Powder Mountain, UT	Balch Park Rd, CA	1474485	291245
Etna Summit West, CA	Daylight Pass Rd, CA	963810	181767
Little Cottonwood Canyon, UT	Mt Hood, OR	1272265	254135
Mineral King Rd, CA	Lake Sabrina, CA	310502	103466
Hwy 157 (Mt Charleston), NV	Onion Valley Rd, CA	414934	87670
Kolob Terrace Rd, UT	East Portal, CO	1080834	223368
Mineral King Rd, CA	Grand Mesa North, CO	1677898	342912
Mt Lemmon, AZ	Pine Creek Rd, CA	2670308	516724
Mt Equinox, VT	Pine Creek Rd, CA	4196455	779413
Mix Canyon, Fairfield	Grand Mesa North, CO	1657123	332166
Etna Summit West, CA	Onion Valley Rd, CA	867003	176311
Sonora Pass West, CA	Clingman's Dome, TN	4206856	811019
Townes Pass West, CA	Wolf Creek Pass, CO	1310241	255724
Mt Ashland, OR	Townes Pass West, CA	1015086	198626
Mt Lemmon, AZ	Hwy 190, CA	1066366	196601
Cottonwood Pass, CO	Mt Shasta, CA	1901223	392414
Pikes Peak, CO	Mt Baldy, CA	1720211	344357
Refugio Rd, CA	Mt Auscutney, VT	5187909	975046
Hwy 180 West, CA	East Portal, CO	1841852	386206
Cajon Junction, California 92371	Mt Spokane, WA	1879063	354748
Hwy 21-245-180-198, CA	Pine Creek Rd, CA	2225733	432614
Dantes View, CA	Empire Pass, UT	846073	159855
Mineral King Rd, CA	Death Valley Rd East, CA	314905	104511
Mt Spokane, WA	Elkhorn Summit, OR	506758	103449
Whitaker Forest Road, Badger, California	Clingman's Dome, TN	4176971	811965
Cajon Junction, California 92371	Elkhorn Summit, OR	1406839	262243
Hwy 198, CA	Mt Washington Auto Rd, NH	5437383	1035194
Etna Summit West, CA	Mt Washington Auto Rd, NH	5423068	1032497
Rock Creek, CA	Beasore Rd, CA	517893	112139
N4/Table Mt, CA	South Lake, CA	2125659	406324
N4/Table Mt, CA	Left Hand Canyon, CO	1657919	306988
Refugio Rd, CA	Parks Creek East, CA	1108029	217065
Guardsman Pass, UT	Hwy 168, CA	857964	166053
Valley of the Falls Dr, Forest Falls, CA 92339	Hwy 198, CA	514263	110600
Parks Creek East, CA	Mt Spokane, WA	1043768	203433
Hwy 156-158, NV	Nate Harrison Grade, CA	3976152	744655
Hwy 180 West, CA	Mt Auscutney, VT	5262569	993178
Kolob Terrace Rd, UT	Clingman's Dome, TN	3428339	666498
Mt Spokane, WA	Death Valley Rd East, CA	1515813	291315
Wheeler Peak, NV	Empire Pass, UT	391646	80061
Grand Mesa South, CO	Mt Evans, CO	445137	107985
Rock Creek, CA	Wheeler Peak, NV	832522	175492
Hurricane Ridge, WA	Hwy 153, UT	1847761	370456
Pine Creek Rd, CA	Lake Sabrina, CA	1986122	382264
La Luz, NM	Onion Valley Rd, CA	1647569	297210
South Lake, CA	Gibraltar Road, Santa Barbara, CA	329307	67136
Hwy 157 (Mt Charleston), NV	N4/Table Mt, CA	1853345	352268
Mt Shasta, CA	Little Cottonwood Canyon, UT	1141737	216315
South Lake, CA	Whitney Portal, CA	190130	36012
Mt Lemmon, AZ	Hwy 18 North, CA	3405979	643370
Valley of the Falls Dr, Forest Falls, CA 92339	Hwy 168, CA	449804	90454
Pikes Peak, CO	Pine Creek Rd, CA	1962456	367633
Cottonwood Pass, CO	Dantes View, CA	1397418	284394
Dawson's Saddle, CA	Burke Mt, VT	5082545	941540
Slumgullion Pass West, CO	Hwy 156-158, NV	2965450	575299
Hurricane Ridge, WA	Mt Auscutney, VT	5500932	1052119
Hwy 157-158, NV	Mosquito Ridge Rd East, CA	786693	155240
Mix Canyon, Fairfield	Cottonwood Pass, CO	1859500	373658
South Lake, CA	Big Cottonwood Canyon, UT	1118247	221144
Magnolia Dr, CO	Emigrant Pass East, CA	1469030	300192
La Luz, NM	Hwy 180 West, CA	1779396	330365
Trail Ridge Rd, CO	Townes Pass West, CA	1463176	290298
Slumgullion Pass West, CO	Hwy 21-245-180-198, CA	1903304	385520
Hwy 14 Alt Route, WY	Clingman's Dome, TN	2554467	497220
Shirley Meadows, CA	Whitney Portal, CA	227429	49730
Powder Mountain, UT	Mt Spokane, WA	1182212	228000
Magnolia Dr, CO	Elkhorn Summit, OR	1655853	317755
Beasore Rd, CA	Mt Spokane, WA	1592659	318964
La Luz, NM	Mt Auscutney, VT	3845246	718178
Grand Mesa South, CO	La Luz, NM	857067	169260
Mt Equinox, VT	Hwy 198, CA	5177045	981383
Onion Valley Rd, CA	Elkhorn Summit, OR	1111999	212942
Mt Harrision, ID	Guanella Pass, CO	1088998	227100
Burke Mt, VT	Bear Creek Road, CA	5425879	1027713
N4/Table Mt, CA	Shirley Meadows, CA	2164773	416587
Nine Mile Rd, CA	Mt Auscutney, VT	378044	80331
Big Cottonwood Canyon, UT	Daylight Pass Rd, CA	777658	144318
Mt Hood, OR	Elkhorn Summit, OR	481816	109232
Beartooth Pass North, MT	Mosquito Ridge Rd East, CA	1488536	299414
Daylight Pass Rd, CA	Townes Pass East, CA	49467	10904
Burke Mt, VT	Hwy 153, UT	4483286	835664
Hwy 39-Crystal Lake Rd, CA	Mt Washington Auto Rd, NH	5209012	988032
Breckenridge Rd East, CA	Palomar Mt, CA	423235	93309
Hwy 168, CA	Mt Auscutney, VT	5055108	955001
Mt Spokane, WA	Mt Hood, OR	566227	123946
Nine Mile Rd, CA	Hwy 14 Alt Route, WY	3097466	572556
Mission Ridge, WA	Nate Harrison Grade, CA	1979972	383667
Hwy 180 West, CA	Townes Pass West, CA	290136	95470
Onion Valley Rd, CA	East Portal, CO	1534193	316092
Wheeler Peak, NV	Dantes View, CA	519617	97236
Whiteface Mt, NY	Dantes View, CA	4780174	897376
Slumgullion Pass West, CO	Mt Washington Auto Rd, NH	3924333	743418
Rock Creek, CA	Nine Mile Rd, CA	4810383	899376
Beartooth Pass North, MT	Nate Harrison Grade, CA	1864530	358481
Bear Creek Road, CA	Emigrant Pass East, CA	857976	169318
Glacier Lodge Rd, CA	Clingman's Dome, TN	4010786	783223
Trail Ridge Rd, CO	Lake Sabrina, CA	1570271	312458
Breckenridge Rd East, CA	Dantes View, CA	384375	88806
Guardsman Pass, UT	Rock Creek, CA	1117080	214915
Big Cottonwood Canyon, UT	Townes Pass West, CA	827125	158950
Bear Creek Road, CA	Townes Pass West, CA	724534	149784
Slumgullion Pass West, CO	Left Hand Canyon, CO	477396	119975
Hurricane Ridge, WA	Hwy 14 Alt Route, WY	2286664	447266
Kolob Terrace Rd, UT	Hwy 168, CA	664072	134156
Valley of the Falls Dr, Forest Falls, CA 92339	Elkhorn Summit, OR	1487937	282885
Hwy 21-245-180-198, CA	Death Valley Rd East, CA	595893	133021
Cajon Junction, California 92371	Mix Canyon, Fairfield	788062	153573
Refugio Rd, CA	Elkhorn Summit, OR	1574539	293836
Wheeler Peak, NV	Clingman's Dome, TN	3535734	695562
Mt Auscutney, VT	Little Cottonwood Canyon, UT	4027212	761906
Portuguese Pass, CA	Grand Mesa North, CO	1502682	309635
East Portal, CO	Hwy 18-Waterman Canyon, CA	1747055	361860
Bear Creek Road, CA	Sandia Crest Hwy, NM	1804505	359928
Monitor Pass East, CA	Aspen, Colorado	1506608	301980
Hwy 156-Lee Canyon, NV	Tollhouse Rd, CA	843304	160454
Slumgullion Pass West, CO	Clingman's Dome, TN	2695637	528550
Pikes Peak, CO	Townes Pass East, CA	1658469	333799
Bear Creek Road, CA	Whitney Portal, CA	500859	136631
Guardsman Pass, UT	Whitney Portal, CA	1006490	195432
Dawson's Saddle, CA	Mt Hood, OR	1584544	304328
Hwy 190, CA	Pine Creek Rd, CA	2084047	399641
Parks Creek East, CA	Palomar Mt, CA	1248709	248410
Kolob Terrace Rd, UT	Valley of the Falls Dr, Forest Falls, CA 92339	727580	149499
Hwy 330, CA	Mt Evans, CO	1716431	350696
Pikes Peak, CO	Shirley Meadows, CA	1805775	364700
Hwy 198, CA	Mt Rose, CA	615814	137952
Mt Auscutney, VT	Lake Sabrina, CA	4907445	926220
Onion Valley Rd, CA	White Mountain, CA	115302	31892
Sherman Pass West, CA	Whiteface Mt, NY	4970258	936001
Mt Graham, AZ	Hwy 153, UT	895971	199547
Wildrose, CA	Townes Pass East, CA	2491224	476327
Rock Creek, CA	Hwy 198, CA	577078	118998
Parks Creek East, CA	Elkhorn Summit, OR	795714	152787
Rock Creek, CA	Etna Summit West, CA	392426	86890
Beasore Rd, CA	Mt Washington Auto Rd, NH	5280034	1014871
Sonora Pass West, CA	East Portal, CO	1621856	328651
South Lake, CA	Parks Creek East, CA	965370	191121
Breckenridge Rd East, CA	Grand Mesa North, CO	1497423	305034
Mix Canyon, Fairfield	Breckenridge Rd East, CA	575124	109260
Grand Mesa South, CO	Hwy 31 West, UT	397584	80972
Hwy 330, CA	Left Hand Canyon, CO	1848956	372229
Dawson's Saddle, CA	Hwy 14 West, WY	1754839	346072
Breckenridge Rd East, CA	Lake Sabrina, CA	370565	77544
Pikes Peak, CO	Nine Mile Rd, CA	3178156	593775
Mt Baldy, CA	Cottonwood Pass, CO	1480484	307037
Hwy 180 West, CA	Nate Harrison Grade, CA	585085	120191
Guanella Pass, CO	Emigrant Pass East, CA	1439219	306626
N4/Table Mt, CA	Townes Pass East, CA	1872378	361236
Cottonwood Pass, CO	Left Hand Canyon, CO	350070	83228
Nine Mile Rd, CA	Sandia Crest Hwy, NM	3500784	652248
Mt Washington Auto Rd, NH	White Mountain, CA	5079116	970737
Mix Canyon, Fairfield	Onion Valley Rd, CA	548197	119345
Valley of the Falls Dr, Forest Falls, CA 92339	Dantes View, CA	419457	85907
Guanella Pass, CO	Shirley Meadows, CA	1821278	366344
Hwy 168, CA	Wheeler Peak, NV	529334	103470
Mt Equinox, VT	Horseshoe Meadows Rd, CA	4968504	929960
Hwy 168, CA	Mt Rose, CA	360729	76622
Hwy 156-Lee Canyon, NV	Pine Creek Rd, CA	1929545	369272
Grand Mesa South, CO	Emigrant Pass East, CA	1082197	223315
Hwy 21-245-180-198, CA	Mt Washington Auto Rd, NH	5496348	1039400
Sandia Crest Hwy, NM	Horseshoe Meadows Rd, CA	1343997	264576
Shirley Meadows, CA	Mission Ridge, WA	1776352	352441
Guanella Pass, CO	Mt Washington Auto Rd, NH	3639172	698545
Valley of the Falls Dr, Forest Falls, CA 92339	Hwy 156-Lee Canyon, NV	502547	96869
Palomar Mt, CA	Magnolia Dr, CO	1758138	364768
Hwy 18 North, CA	Onion Valley Rd, CA	4226850	804545
Burke Mt, VT	Breckenridge Rd East, CA	5194319	973757
Mineral King Rd, CA	Beasore Rd, CA	252566	63211
Bear Creek Road, CA	Gibraltar Road, Santa Barbara, CA	515454	114942
Burke Mt, VT	Daylight Pass Rd, CA	5011743	931110
La Luz, NM	Mt Evans, CO	951594	184993
Mt Shasta, CA	Glacier Lodge Rd, CA	709690	142251
Grand Mesa South, CO	Onion Valley Rd, CA	1269746	259945
Hwy 156-158, NV	Horseshoe Meadows Rd, CA	4006796	759937
Pikes Peak, CO	Mt Graham, AZ	1240117	245495
Mineral King Rd, CA	Emigrant Pass East, CA	603633	123365
Guardsman Pass, UT	Sonora Pass West, CA	961154	194662
Wolf Creek Pass, CO	Emigrant Pass East, CA	1161422	223949
La Luz, NM	Mt Hood, OR	2543491	487012
Mineral King Rd, CA	Mt Graham, AZ	1292316	256832
Cottonwood Pass, CO	Emigrant Pass East, CA	1312925	265197
Tollhouse Rd, CA	Hwy 18-Waterman Canyon, CA	536489	111003
Kolob Terrace Rd, UT	Empire Pass, UT	477212	95170
Guanella Pass, CO	Onion Valley Rd, CA	1561810	322051
Hwy 18 North, CA	Lake Sabrina, CA	4266072	821756
Powder Mountain, UT	Mineral King Rd, CA	1518080	300794
Parks Creek East, CA	Hwy 31 West, UT	1319382	255683
Hwy 143, UT	Mt Evans, CO	1004768	218972
Kolob Terrace Rd, UT	Breckenridge Rd East, CA	830179	168732
Valley of the Falls Dr, Forest Falls, CA 92339	Mix Canyon, Fairfield	865171	170240
Mt Ashland, OR	Palomar Mt, CA	1349201	273123
Hwy 157 (Mt Charleston), NV	Hwy 143, UT	433130	95262
Hwy 330, CA	Sonora Pass West, CA	621423	130047
Kolob Terrace Rd, UT	La Luz, NM	1049390	193898
Kolob Terrace Rd, UT	Death Valley Rd East, CA	649655	137800
Kolob Terrace Rd, UT	Whitney Portal, CA	695797	149782
N4/Table Mt, CA	Hwy 180 West, CA	2264656	439110
Wildrose, CA	Lake Sabrina, CA	2458013	477077
Powder Mountain, UT	La Luz, NM	1349302	259729
Little Cottonwood Canyon, UT	Empire Pass, UT	35824	14103
Balch Park Rd, CA	Hwy 18-Waterman Canyon, CA	435210	94980
Hwy 168, CA	Wildrose, CA	2436231	469385
Mt Graham, AZ	Onion Valley Rd, CA	1165727	224267
Beasore Rd, CA	Empire Pass, UT	1071653	229407
Cajon Junction, California 92371	Hwy 31 West, UT	1070526	212009
Hwy 330, CA	Whitaker Forest Road, Badger, California	470407	99092
Magnolia Dr, CO	Gibraltar Road, Santa Barbara, CA	1946136	401803
Hwy 190, CA	Onion Valley Rd, CA	74723	12640
Wildrose, CA	Sonora Pass West, CA	2517691	493056
Whiteface Mt, NY	Whitney Portal, CA	4990412	934124
Guardsman Pass, UT	Beasore Rd, CA	1068670	227999
Hwy 156-Lee Canyon, NV	Wheeler Peak, NV	410216	83536
Slumgullion Pass West, CO	Rock Creek, CA	1750920	362446
Beartooth Pass North, MT	Mt Spokane, WA	1007726	200253
Nine Mile Rd, CA	Townes Pass East, CA	4688844	876397
Nine Mile Rd, CA	Mt Washington Auto Rd, NH	436035	83832
Mt Harrision, ID	La Luz, NM	1545816	293019
Hwy 168, CA	Mt Spokane, WA	1515680	290246
Mix Canyon, Fairfield	Parks Creek East, CA	478635	93511
Horseshoe Meadows Rd, CA	Emigrant Pass East, CA	292038	60945
Hwy 190, CA	Wildrose, CA	2555938	494454
Hwy 143, UT	Mt Auscutney, VT	4391740	824797
Nine Mile Rd, CA	Sonora Pass West, CA	4729784	891808
Mt Evans, CO	Mt Rose, CA	1651208	333612
Dawson's Saddle, CA	Big Cottonwood Canyon, UT	1133603	216447
Burke Mt, VT	Sonora Pass West, CA	5074012	944856
Mt Harrision, ID	Mt Spokane, WA	1055147	201233
Hwy 190, CA	Breckenridge Rd East, CA	221870	51501
Townes Pass West, CA	Mt Spokane, WA	1643028	316279
Bear Creek Road, CA	Onion Valley Rd, CA	462005	127431
Valley of the Falls Dr, Forest Falls, CA 92339	Whitaker Forest Road, Badger, California	494040	105659
Mineral King Rd, CA	Burke Mt, VT	5367670	1006267
Mineral King Rd, CA	Mt Harrision, ID	1235272	260703
Hwy 153, UT	Mt Spokane, WA	1605820	305777
Hwy 39-Crystal Lake Rd, CA	Mt Auscutney, VT	5040613	955510
Nine Mile Rd, CA	Onion Valley Rd, CA	4736117	882652
Refugio Rd, CA	East Portal, CO	1964347	387537
Slumgullion Pass West, CO	Parks Creek East, CA	1922854	375405
La Luz, NM	Beasore Rd, CA	1911602	356941
Hwy 190, CA	Hwy 31 West, UT	917191	186759
Dawson's Saddle, CA	Hwy 180 West, CA	408942	79603
Parks Creek East, CA	Daylight Pass Rd, CA	875412	164741
Bear Creek Road, CA	Tollhouse Rd, CA	322397	68988
South Lake, CA	East Portal, CO	1745332	362294
Hwy 18 North, CA	Little Cottonwood Canyon, UT	3611776	690403
Hwy 157 (Mt Charleston), NV	Whitaker Forest Road, Badger, California	757074	152417
Hwy 180 West, CA	Beartooth Pass North, MT	1724853	348477
Mt Lemmon, AZ	Hwy 143, UT	916716	189585
Sandia Crest Hwy, NM	Empire Pass, UT	955246	196468
Bear Creek Road, CA	Mt Washington Auto Rd, NH	5519969	1047732
Rock Creek, CA	Sandia Crest Hwy, NM	1843237	366293
Pikes Peak, CO	Cajon Junction, California 92371	1667229	331825
Hwy 190, CA	Hwy 143, UT	645409	131645
Hwy 153, UT	Sandia Crest Hwy, NM	909398	186625
South Lake, CA	Aspen, Colorado	1547804	314091
Whiteface Mt, NY	Mt Rose, CA	4797654	904150
Trail Ridge Rd, CO	Dantes View, CA	1456594	285305
Refugio Rd, CA	Mix Canyon, Fairfield	608082	124424
Mt Harrision, ID	Aspen, Colorado	992597	201967
Mt Lemmon, AZ	Hwy 153, UT	979437	204905
Guardsman Pass, UT	Bear Creek Road, CA	1354516	269726
Mineral King Rd, CA	Mt Shasta, CA	912659	182423
Shirley Meadows, CA	East Portal, CO	1784446	372558
Hwy 156-Lee Canyon, NV	Breckenridge Rd East, CA	605146	116102
Hwy 157 (Mt Charleston), NV	Clingman's Dome, TN	3679048	712382
Big Cottonwood Canyon, UT	Nine Mile Rd, CA	3815667	719602
Rock Creek, CA	Hwy 156-158, NV	4506036	861653
Pikes Peak, CO	Left Hand Canyon, CO	228264	53181
Mt Ashland, OR	Mosquito Ridge Rd East, CA	574101	129088
Mt Equinox, VT	Whitaker Forest Road, Badger, California	5156822	972734
Big Cottonwood Canyon, UT	Left Hand Canyon, CO	780828	176561
Mt Ashland, OR	Mt Graham, AZ	1964630	375046
Guanella Pass, CO	South Lake, CA	1782165	356080
Slumgullion Pass West, CO	Townes Pass West, CA	1289529	264262
Wheeler Peak, NV	Hwy 18-Waterman Canyon, CA	816890	153900
South Lake, CA	Hwy 21-245-180-198, CA	481476	100449
Beartooth Pass North, MT	Sandia Crest Hwy, NM	1454501	291342
Mix Canyon, Fairfield	Hwy 156-158, NV	4592836	876289
N4/Table Mt, CA	Elkhorn Summit, OR	953038	191660
Mt Lemmon, AZ	Cajon Junction, California 92371	842268	158858
Hwy 156-Lee Canyon, NV	Mt Graham, AZ	904848	180457
Dawson's Saddle, CA	Hwy 31 West, UT	1114708	221228
Hwy 157 (Mt Charleston), NV	Lake Sabrina, CA	458653	92772
Hwy 14 West, WY	East Portal, CO	237750	50337
Mt Hood, OR	Mt Rose, CA	854330	173763
Whiteface Mt, NY	Hwy 14 Alt Route, WY	3227687	603445
Pine Creek Rd, CA	Mt Rose, CA	1842975	358241
Whiteface Mt, NY	Elkhorn Summit, OR	4552383	870999
Mineral King Rd, CA	Wildrose, CA	2941304	581513
Whiteface Mt, NY	Hwy 153, UT	4271531	805463
Hwy 190, CA	Mt Spokane, WA	1623888	310167
Mt Ashland, OR	Hwy 31 West, UT	1427113	281889
Glacier Lodge Rd, CA	Whitney Portal, CA	83863	18453
Pikes Peak, CO	Sandia Crest Hwy, NM	603818	132715
Hwy 143, UT	Pine Creek Rd, CA	1832278	342242
Hwy 14 Alt Route, WY	Grand Mesa North, CO	489107	103456
Mt Equinox, VT	Lake Sabrina, CA	4836912	921052
Wildrose, CA	Beartooth Pass North, MT	1530498	290722
Wildrose, CA	Mt Evans, CO	2427812	448279
Sherman Pass West, CA	Hwy 198, CA	213068	57701
Sonora Pass West, CA	Hwy 31 West, UT	1008185	194052
Kolob Terrace Rd, UT	Cottonwood Pass, CO	960572	203757
Portuguese Pass, CA	Mt Washington Auto Rd, NH	5254772	999509
Burke Mt, VT	Mt Spokane, WA	4235174	792996
South Lake, CA	Hwy 157-158, NV	445579	89017
Pikes Peak, CO	Elkhorn Summit, OR	1697589	336252
N4/Table Mt, CA	Hwy 156-158, NV	3975503	760751
Grand Mesa South, CO	Refugio Rd, CA	1604219	317694
Sandia Crest Hwy, NM	Townes Pass East, CA	1224667	246259
Kolob Terrace Rd, UT	Hwy 190, CA	651419	141901
Guardsman Pass, UT	Shirley Meadows, CA	1251264	247948
Mt Ashland, OR	Mission Ridge, WA	795619	169502
Guardsman Pass, UT	East Portal, CO	668457	148539
Dantes View, CA	White Mountain, CA	269652	59747
Rock Creek, CA	Clingman's Dome, TN	4285008	837456
Kolob Terrace Rd, UT	Hurricane Ridge, WA	1897226	379031
Balch Park Rd, CA	Shirley Meadows, CA	126673	32947
Hwy 143, UT	Mt Hood, OR	1434050	281933
Sherman Pass West, CA	Hwy 39-Crystal Lake Rd, CA	365971	83640
Hwy 157 (Mt Charleston), NV	Dantes View, CA	214055	41302
Trail Ridge Rd, CO	Emigrant Pass East, CA	1449225	290410
Mt Lemmon, AZ	Magnolia Dr, CO	1503796	299223
Mt Lemmon, AZ	Trail Ridge Rd, CO	1573729	309265
Mt Lemmon, AZ	Onion Valley Rd, CA	1131604	211439
Mt Ashland, OR	Whiteface Mt, NY	5054900	962945
Slumgullion Pass West, CO	Valley of the Falls Dr, Forest Falls, CA 92339	1253583	253451
Hwy 198, CA	Trail Ridge Rd, CO	1643961	360663
Cajon Junction, California 92371	Mosquito Ridge Rd East, CA	851430	175900
Mission Ridge, WA	Mosquito Ridge Rd East, CA	1217681	250390
Hwy 18 North, CA	Sonora Pass West, CA	4418213	841870
Townes Pass East, CA	Horseshoe Meadows Rd, CA	112029	25687
Clingman's Dome, TN	White Mountain, CA	4011991	776130
Hwy 190, CA	Little Cottonwood Canyon, UT	901999	177338
Rock Creek, CA	Mission Ridge, WA	1059843	216589
Balch Park Rd, CA	Nine Mile Rd, CA	4977319	934607
Breckenridge Rd East, CA	Elkhorn Summit, OR	1371698	266700
Powder Mountain, UT	Dantes View, CA	929749	176092
Cajon Junction, California 92371	Dantes View, CA	345181	65683
Kolob Terrace Rd, UT	Hwy 18-Waterman Canyon, CA	718757	150324
Guardsman Pass, UT	Guanella Pass, CO	696074	154497
Daylight Pass Rd, CA	Empire Pass, UT	803188	150216
Hwy 168, CA	Mt Washington Auto Rd, NH	5058515	958853
Cajon Junction, California 92371	Townes Pass West, CA	270519	53397
Hwy 157 (Mt Charleston), NV	Balch Park Rd, CA	729570	142632
Hwy 21-245-180-198, CA	Mosquito Ridge Rd East, CA	347058	80305
Grand Mesa South, CO	Hurricane Ridge, WA	2202149	449956
Hwy 198, CA	Monitor Pass East, CA	442279	106681
Guardsman Pass, UT	White Mountain, CA	876936	174886
Tollhouse Rd, CA	Elkhorn Summit, OR	1188574	248493
Mt Harrision, ID	East Portal, CO	1061380	221142
Nine Mile Rd, CA	White Mountain, CA	4650052	868765
Mt Washington Auto Rd, NH	Sandia Crest Hwy, NM	3909857	740878
Rock Creek, CA	Breckenridge Rd East, CA	724225	141569
Hwy 157-158, NV	Nate Harrison Grade, CA	533887	106054
Grand Mesa South, CO	Hwy 143, UT	602208	127201
Mt Baldy, CA	Onion Valley Rd, CA	380332	73898
Mt Lemmon, AZ	Refugio Rd, CA	1108405	207960
Balch Park Rd, CA	Mt Graham, AZ	1248721	247283
Trail Ridge Rd, CO	Hwy 157 (Mt Charleston), NV	1373413	272425
Hwy 39-Crystal Lake Rd, CA	Glacier Lodge Rd, CA	474458	94604
Guanella Pass, CO	Mosquito Ridge Rd East, CA	1745355	366000
Burke Mt, VT	Mt Shasta, CA	5162257	976308
Mt Equinox, VT	Refugio Rd, CA	5095970	953756
Refugio Rd, CA	Mt Rose, CA	831848	171868
Townes Pass West, CA	Mosquito Ridge Rd East, CA	622278	138955
Wolf Creek Pass, CO	Townes Pass East, CA	1331481	267191
Hurricane Ridge, WA	Mt Hood, OR	544497	126940
Whitaker Forest Road, Badger, California	Mt Hood, OR	1374827	278516
Rock Creek, CA	Hwy 190, CA	649339	134201
Mt Ashland, OR	Etna Summit West, CA	122821	33030
Valley of the Falls Dr, Forest Falls, CA 92339	Grand Mesa North, CO	1338022	265174
Dawson's Saddle, CA	Little Cottonwood Canyon, UT	1129029	216347
Guanella Pass, CO	Hwy 31 West, UT	703446	152802
Mt Evans, CO	White Mountain, CA	1554632	324289
Monitor Pass East, CA	Hwy 156-158, NV	4279030	819048
Dawson's Saddle, CA	Mt Evans, CO	1740286	358545
Mt Washington Auto Rd, NH	Whitney Portal, CA	5218743	997091
Wheeler Peak, NV	Cajon Junction, California 92371	795400	145476
Mineral King Rd, CA	Shirley Meadows, CA	174987	43423
Hwy 156-158, NV	White Mountain, CA	4035153	767785
Hwy 39-Crystal Lake Rd, CA	Lake Sabrina, CA	522629	103073
Mt Ashland, OR	Hwy 14 West, WY	1929431	369858
Aspen, Colorado	Hwy 153, UT	725453	158932
Trail Ridge Rd, CO	Beartooth Pass North, MT	786363	166818
White Mountain, CA	Emigrant Pass East, CA	364906	68868
Mt Lemmon, AZ	Dantes View, CA	900769	172419
Slumgullion Pass West, CO	Daylight Pass Rd, CA	1232342	245453
Sonora Pass West, CA	Empire Pass, UT	966589	195065
Portuguese Pass, CA	Magnolia Dr, CO	1801523	381126
